96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
80,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
64,-1008
96,80,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1024
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,80,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1008
96,64,-1040
64,80,-960
112,64,-1056
96,64,-1008
96,64,-1040
80,80,-1040
96,48,-992
128,144,-1008
96,112,-1008
16,64,-1072
80,112,-1104
-16,240,-1168
64,160,-1104
-32,-48,-1024
-240,32,-1024
-112,48,-1056
-112,-80,-880
-128,-64,-912
-48,-64,-1024
-144,-64,-976
-48,0,-1056
-128,32,-1040
-16,16,-992
-32,32,-992
-32,32,-992
96,0,-1024
-48,144,-944
-48,-32,-832
-16,208,-992
0,32,-880
-16,224,-1088
-96,32,-1120
-48,96,-800
-48,112,-1024
0,128,-960
-80,48,-1088
0,128,-928
16,192,-912
-32,96,-976
-32,64,-1040
-16,80,-1008
32,80,-1104
16,112,-1024
-16,112,-896
-80,128,-1024
-32,64,-1008
16,-16,-1008
16,32,-1008
48,32,-1008
32,48,-976
16,64,-1008
-16,32,-1024
-16,48,-1008
0,64,-976
0,64,-976
16,48,-1008
16,48,-992
0,64,-1008
16,48,-1024
16,32,-1008
0,48,-1024
0,32,-1024
0,48,-1008
0,32,-1024
-16,48,-1008
0,16,-1024
-16,16,-992
-16,32,-992
-32,64,-1024
-32,112,-992
-16,160,-992
-16,192,-992
-16,304,-944
-32,368,-944
-48,432,-912
-48,496,-864
-48,544,-880
-32,592,-816
-48,608,-816
-48,672,-768
-48,688,-784
-48,736,-768
-32,752,-720
-32,752,-720
-48,768,-624
-48,800,-592
-64,848,-592
-48,816,-544
-32,832,-560
-32,848,-560
-16,848,-576
-16,848,-544
-16,864,-576
-16,832,-544
-16,848,-544
-16,848,-560
-32,848,-560
-32,848,-560
-32,848,-560
-32,832,-560
-48,832,-560
-64,848,-576
-32,816,-576
-48,848,-608
-32,832,-608
-48,832,-592
-48,832,-576
-48,832,-576
-48,816,-560
-64,832,-576
-48,832,-576
-64,832,-560
-64,832,-576
-48,848,-576
-64,832,-576
-64,832,-576
-64,832,-576
-64,832,-576
-64,832,-560
-48,832,-576
-64,832,-576
-48,832,-592
-64,816,-592
-48,800,-640
-48,800,-640
-64,752,-672
-32,720,-704
-48,688,-784
-48,624,-736
-48,608,-832
-32,544,-848
-16,480,-880
-16,432,-960
-16,384,-912
-16,336,-944
0,288,-944
16,208,-976
16,208,-976
16,160,-992
16,144,-992
16,128,-1008
16,128,-1008
16,128,-1008
16,144,-992
16,144,-992
16,128,-1008
16,144,-1008
16,144,-992
16,144,-1008
16,144,-992
16,144,-992
16,144,-992
16,144,-1008
16,144,-992
16,144,-976
16,144,-1008
16,144,-1008
16,144,-1008
16,144,-992
16,144,-1008
16,144,-1008
16,144,-992
16,144,-992
16,144,-992
32,144,-1008
16,144,-992
32,144,-1024
16,144,-992
16,144,-1008
32,144,-992
32,144,-992
32,160,-1008
32,160,-992
32,144,-992
32,144,-992
32,160,-992
32,160,-1008
32,160,-976
16,160,-992
16,160,-1008
16,160,-1008
-16,160,-1008
-48,160,-992
-112,144,-1008
-160,160,-976
-224,144,-960
-288,144,-912
-352,144,-976
-384,128,-864
-432,144,-896
-480,128,-880
-496,128,-864
-544,112,-848
-592,128,-800
-624,112,-768
-656,128,-736
