16,160,-992
16,160,-992
0,160,-992
0,160,-992
0,160,-1008
16,160,-992
16,160,-992
0,160,-992
16,160,-992
16,160,-992
0,160,-992
0,160,-992
0,160,-992
0,160,-992
0,160,-992
0,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-1008
0,160,-992
16,160,-1008
16,160,-1008
16,160,-992
0,160,-992
16,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
16,160,-992
16,160,-992
0,160,-1008
16,160,-992
16,160,-992
16,160,-992
16,160,-1008
16,160,-992
16,160,-992
16,160,-992
16,160,-1008
16,160,-992
16,160,-992
16,160,-992
0,160,-992
0,160,-992
16,160,-1008
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-1008
16,160,-992
16,160,-992
0,160,-992
0,160,-992
0,160,-992
16,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
0,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
16,160,-992
0,160,-992
16,160,-992
0,160,-992
0,160,-992
16,160,-1008
16,160,-992
16,160,-992
16,160,-992
0,160,-992
0,160,-992
0,160,-992
16,160,-992
0,160,-992
0,160,-992
0,160,-992
16,160,-992
96,176,-1024
-48,96,-1040
272,128,-976
32,48,-1056
48,0,-1008
48,0,-1008
112,48,-1040
144,32,-992
272,0,-992
64,-16,-992
128,16,-976
176,64,-1184
352,48,-976
208,0,-1008
32,96,-1024
-240,240,-832
384,-16,-1008
256,48,-992
80,64,-1008
176,16,-992
-336,144,-1392
48,-112,-1424
48,64,-976
-16,336,-880
16,176,-960
32,144,-1072
-16,160,-976
-96,208,-1040
-16,128,-992
64,128,-992
0,128,-1056
80,128,-992
-256,288,-992
-32,240,-784
192,80,-960
112,144,-1088
-48,288,-1136
128,352,-1072
96,368,-1056
112,368,-1168
-48,448,-1088
16,368,-1008
16,400,-960
48,368,-912
-48,464,-896
48,448,-848
48,464,-880
-48,608,-752
-48,592,-832
-112,576,-736
-192,624,-672
32,496,-672
48,528,-656
16,672,-624
-80,848,-720
-64,800,-624
0,768,-592
-192,800,-592
-208,864,-608
-176,928,-528
-112,928,-464
96,704,-736
-272,816,-464
-336,912,-416
-192,832,-448
-80,816,-416
-128,848,-400
-240,864,-400
-240,880,-400
-96,848,-368
16,768,-384
64,736,-576
-128,720,-752
-208,720,-528
32,816,-752
48,736,-912
-96,752,-896
-128,800,-880
0,704,-736
160,592,-1072
48,464,-1312
-48,448,-896
64,256,-848
160,192,-816
16,64,-864
48,-32,-960
16,-96,-848
96,-240,-832
112,-272,-976
64,-400,-848
112,-416,-912
112,-464,-832
80,-528,-816
112,-528,-880
112,-512,-800
112,-576,-928
64,-560,-880
0,-640,-880
0,-672,-768
48,-672,-736
16,-624,-832
-16,-624,-848
-48,-704,-768
-64,-688,-784
-80,-672,-736
-64,-656,-656
-48,-656,-768
-32,-656,-832
64,-832,-944
-32,-704,-704
48,-576,-320
112,-448,-896
128,-400,-1136
208,-480,-1088
352,-624,-784
384,-592,-800
448,-400,-832
464,-352,-848
480,-384,-784
608,-432,-624
800,-528,-512
736,-304,-784
800,-352,-544
864,-448,-352
912,-432,-352
912,-384,-288
960,-352,-192
960,-288,-288
976,-288,-224
960,-272,-176
944,-288,-96
976,-240,-192
928,-208,-224
912,-224,-240
848,-176,-272
784,-96,-448
1056,-160,-592
896,-112,-720
752,-80,-544
608,-96,-624
608,-80,-880
464,-48,-944
464,-48,-944
176,-16,-928
48,-16,-976
0,0,-1024
-48,16,-1216
-112,16,-1056
-320,-64,-864
-512,-48,-720
-624,16,-592
-640,0,-736
-704,-32,-784
-832,-32,-480
-816,-80,-544
-784,-80,-496
-928,-48,-464
-944,-32,-544
-864,-64,-352
-864,-64,-336
-928,-48,-304
-912,-48,-384
-896,-32,-368
-912,-48,-416
-848,-48,-336
-816,-48,-368
-768,-80,-512
-864,-80,-688
-816,-96,-592
-688,-112,-624
-592,-144,-848
-448,-176,-896
-304,-224,-848
-240,-240,-960
-224,-224,-1136
96,-320,-816
112,-320,-992
80,-288,-1040
144,-336,-912
272,-384,-912
320,-400,-832
240,-336,-896
176,-320,-1008
256,-336,-928
304,-384,-800
208,-288,-928
208,-288,-960
160,-304,-944
48,-240,-928
80,-256,-1040
32,-144,-1184
16,-144,-1168
32,-208,-1040
-96,-192,-960
-128,-64,-976
-80,-16,-1152
-80,-80,-1152
272,-176,-976
-64,64,-1280
16,16,-1056
16,80,-1088
80,-32,-1024
64,-32,-1024
64,-16,-1024
64,16,-1008
64,0,-1024
80,0,-1024
96,-16,-1008
80,-16,-1008
80,0,-1024
96,-16,-1024
80,-16,-1008
96,-16,-1008
96,-16,-976
80,16,-1008
64,16,-864
96,80,-800
112,64,-288
160,96,-1008
112,80,-992
96,80,-1008
128,80,-992
112,80,-1008
112,80,-1024
144,64,-1024
96,64,-1056
96,64,-1024
96,80,-1008
96,64,-1024
96,80,-1024
128,0,-992
128,0,-992
112,48,-1008
48,128,-992
16,192,-992
-16,224,-960
-48,272,-1008
-16,208,-992
32,128,-992
48,128,-1008
32,128,-992
48,128,-1008
32,128,-1008
48,128,-1008
32,128,-992
32,128,-992
48,128,-992
32,128,-992
32,128,-992
32,128,-1008
48,128,-1008
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
48,144,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,144,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-992
32,128,-1008
48,128,-992
48,128,-1008
32,144,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-992
32,128,-1008
32,128,-992
32,128,-1008
32,128,-992
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,144,-1008
48,128,-1008
32,128,-1008
32,144,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,128,-992
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-1008
48,144,-992
32,144,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-992
32,128,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-992
48,128,-992
32,128,-1008
32,128,-1008
48,144,-992
48,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
48,128,-1008
32,128,-992
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-1008
48,128,-992
32,128,-992
32,128,-1008
48,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
48,128,-1008
32,128,-992
48,144,-992
32,128,-1008
48,128,-992
32,128,-1008
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-992
32,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
48,128,-992
32,128,-1008
32,128,-992
32,128,-1008
32,128,-992
32,144,-992
32,128,-992
32,144,-992
32,128,-992
32,128,-992
48,128,-1008
32,128,-1008
32,144,-1008
32,144,-992
48,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-992
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
48,144,-1008
32,128,-1008
32,144,-1008
32,128,-1008
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,144,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,144,-1008
48,128,-992
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-992
32,128,-992
32,144,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-992
32,144,-1008
32,128,-992
48,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
48,144,-992
48,128,-1008
48,128,-1008
32,128,-992
48,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-992
32,144,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,144,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
48,144,-1008
48,128,-1008
32,128,-1008
48,128,-992
48,144,-1008
32,128,-992
48,144,-992
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,144,-1008
32,144,-992
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
48,128,-992
32,128,-1008
48,128,-1008
32,128,-1008
48,128,-1008
32,128,-992
48,128,-1008
48,128,-992
48,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
32,144,-992
48,128,-1008
32,144,-1008
48,128,-992
32,128,-1008
32,128,-992
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-992
48,128,-1008
32,128,-1008
32,128,-992
32,144,-992
32,128,-992
32,128,-1008
32,128,-992
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
48,144,-992
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-992
48,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-992
32,128,-992
32,128,-992
32,128,-1008
32,128,-992
32,128,-1008
48,128,-992
32,128,-992
48,128,-1008
48,128,-992
32,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-992
48,128,-992
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
48,128,-1008
32,128,-992
32,128,-992
32,144,-1008
48,128,-1008
32,128,-1008
32,128,-992
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
48,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
48,128,-992
32,128,-992
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-992
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-992
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-992
48,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,144,-1008
32,144,-1008
32,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
32,128,-992
32,128,-992
48,128,-1008
32,128,-1008
32,128,-1008
32,128,-1008
32,128,-992
32,128,-992
32,128,-992
32,128,-992
48,128,-1008
32,128,-1008
48,128,-1008
32,128,-1008
32,128,-1008
48,128,-1008
48,128,-1008
48,128,-1008
32,128,-1008
48,128,-1008
32,128,-992
48,128,-992
32,128,-1008
32,128,-1008
32,144,-992
64,144,-1008
448,160,-992
16,80,-1008
304,64,-1008
128,144,-976
-288,256,-976
-144,80,-1040
80,80,-992
48,112,-1008
0,160,-992
80,96,-1056
80,96,-1024
64,80,-1040
0,96,-1024
112,96,-976
192,96,-960
320,80,-960
288,80,-944
256,80,-976
384,80,-944
400,48,-944
416,48,-912
336,160,-960
288,112,-960
336,-16,-912
208,48,-880
176,96,-912
192,80,-928
288,96,-1088
192,80,-1040
144,96,-992
112,96,-992
96,96,-992
96,96,-976
32,144,-1072
32,112,-1008
32,112,-992
48,96,-992
48,96,-992
16,96,-1008
48,80,-1008
48,96,-992
48,96,-1008
48,96,-1008
48,96,-1008
48,96,-976
48,96,-992
32,96,-1008
208,-176,-944
208,-176,-944
-64,256,-1008
64,96,-1008
96,48,-1008
48,128,-992
16,176,-992
48,128,-1008
48,128,-992
48,128,-992
48,128,-992
48,128,-1008
48,128,-992
48,128,-992
48,128,-1008
48,128,-1008
48,128,-1008
